tenure_months,tenure_segmentation,location,device_class,games_product,music_product,education_product,video_product,any_digital_product,all_digital_product,total_digital_product_used,call_center,use_myapp,total_product_utilisation,payment_method,monthly_purchase_thou_idr_,cltv_predicted_thou_idr_,total_spending,net_cltv_total_spending
4,medium,Jakarta,High End,No,Yes,No,No,1,0,1,No,Yes,2,Pulsa,115.6,7732.0,462.5,7268.0
4,medium,Jakarta,Mid End,No,Yes,No,No,1,0,1,No,No,1,Credit,65.94,6410.0,263.8,6144.0
3,low,Jakarta,Mid End,No,No,No,Yes,1,0,1,No,No,1,Credit,69.44,3582.0,208.2,3374.0
53,high,Jakarta,High End,No,Yes,No,Yes,1,0,2,No,Yes,3,Pulsa,132.5,7650.0,7020.0,628.5
68,high,Jakarta,High End,No,No,No,Yes,1,0,1,No,No,1,Pulsa,107.9,6130.0,7336.0,-1209.0
1,low,Jakarta,Mid End,Yes,No,No,No,1,0,1,No,No,1,Digital Wallet,65.75,4780.0,65.75,4716.0
10,medium,Jakarta,High End,No,No,No,Yes,1,0,1,No,Yes,2,Pulsa,116.4,5468.0,1164.0,4304.0
1,low,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,90.75,5400.0,90.75,5308.0
51,high,Jakarta,High End,Yes,No,Yes,Yes,1,0,3,No,No,3,Debit,121.94,6224.0,6220.0,5.46
24,high,Jakarta,High End,No,No,Yes,Yes,1,0,2,No,Yes,3,Pulsa,131.4,6196.0,3152.0,3044.0
18,high,Jakarta,High End,No,No,No,Yes,1,0,1,No,Yes,2,Pulsa,123.1,2868.0,2216.0,652.0
72,high,Jakarta,High End,No,Yes,Yes,Yes,1,0,3,No,Yes,4,Debit,135.4,7704.0,9750.0,-2046.0
4,medium,Jakarta,Mid End,No,No,No,No,0,0,0,Yes,Yes,2,Credit,79.9,2770.0,319.5,2450.0
1,low,Jakarta,High End,No,No,No,Yes,1,0,1,No,Yes,2,Pulsa,117.7,5068.0,117.7,4948.0
26,high,Jakarta,High End,No,No,No,Yes,1,0,1,No,Yes,2,Debit,115.44,6384.0,3002.0,3382.0
7,medium,Jakarta,High End,No,No,No,No,0,0,0,No,Yes,1,Digital Wallet,110.75,5076.0,775.5,4300.0
5,medium,Bandung,High End,No,No,No,Yes,1,0,1,No,Yes,2,Pulsa,118.8,3684.0,594.0,3090.0
42,high,Bandung,High End,No,No,Yes,Yes,1,0,2,Yes,Yes,4,Debit,138.0,2944.0,5796.0,-2852.0
4,medium,Bandung,Mid End,No,No,No,No,0,0,0,No,No,0,Digital Wallet,58.88,4476.0,235.5,4240.0
2,low,Bandung,High End,No,No,No,No,0,0,0,No,No,0,Credit,95.25,3794.0,190.5,3604.0
8,medium,Bandung,Mid End,No,No,Yes,No,1,0,1,No,No,1,Pulsa,66.4,4884.0,531.0,4356.0
9,medium,Bandung,High End,No,No,No,Yes,1,0,1,No,No,1,Debit,110.94,3178.0,998.5,2180.0
1,low,Bandung,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,97.94,5724.0,97.94,5624.0
43,high,Bandung,High End,Yes,No,No,No,1,0,1,No,No,1,Pulsa,97.75,6076.0,4204.0,1871.0
1,low,Bandung,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Digital Wallet,27.17,7184.0,27.17,7156.0
3,low,Bandung,Mid End,No,No,No,No,0,0,0,No,No,0,Pulsa,56.28,6304.0,168.9,6136.0
70,high,Bandung,High End,Yes,Yes,Yes,Yes,1,1,4,Yes,Yes,6,Debit,142.4,7976.0,9970.0,-1988.0
11,medium,Bandung,High End,No,No,No,No,0,0,0,No,Yes,1,Credit,110.25,6652.0,1213.0,5440.0
50,high,Bandung,High End,No,Yes,Yes,Yes,1,0,3,No,No,3,Pulsa,123.56,7620.0,6180.0,1444.0
5,medium,Bandung,Mid End,No,No,Yes,No,1,0,1,No,No,1,Pulsa,65.44,6004.0,327.2,5676.0
1,low,Bandung,High End,No,No,No,No,0,0,0,No,No,0,Debit,97.0,7620.0,97.0,7524.0
16,high,Bandung,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Digital Wallet,25.61,4468.0,409.8,4060.0
15,high,Bandung,Mid End,No,No,Yes,No,1,0,1,No,Yes,2,Pulsa,77.3,6668.0,1159.0,5508.0
46,high,Bandung,High End,Yes,Yes,No,Yes,1,0,3,Yes,Yes,5,Debit,136.8,4320.0,6292.0,-1972.0
8,medium,Bandung,Mid End,No,No,No,No,0,0,0,No,No,0,Digital Wallet,58.7,4836.0,469.5,4370.0
31,high,Bandung,High End,No,Yes,Yes,Yes,1,0,3,No,No,3,Pulsa,121.94,5348.0,3780.0,1569.0
32,high,Bandung,High End,No,No,No,Yes,1,0,1,Yes,Yes,3,Pulsa,125.06,4690.0,4002.0,686.0
1,low,Bandung,High End,No,No,No,No,0,0,0,No,Yes,1,Pulsa,103.5,4040.0,103.5,3936.0
20,high,Bandung,High End,No,No,No,Yes,1,0,1,No,No,1,Pulsa,110.8,3138.0,2216.0,921.5
26,high,Bandung,High End,No,No,No,No,0,0,0,Yes,No,1,Pulsa,104.6,3548.0,2720.0,827.0
5,medium,Bandung,High End,No,Yes,No,No,1,0,1,No,Yes,2,Pulsa,116.75,3848.0,583.5,3264.0
1,low,Bandung,Mid End,No,Yes,No,No,1,0,1,No,No,1,Pulsa,66.0,6960.0,66.0,6896.0
14,high,Bandung,High End,No,Yes,No,No,1,0,1,Yes,Yes,3,Credit,116.56,3256.0,1632.0,1624.0
36,high,Bandung,Mid End,No,Yes,No,No,1,0,1,Yes,Yes,3,Digital Wallet,85.0,6784.0,3060.0,3726.0
9,medium,Bandung,Mid End,No,No,Yes,Yes,1,0,2,Yes,Yes,4,Digital Wallet,94.75,4660.0,853.0,3808.0
5,medium,Bandung,Mid End,Yes,No,Yes,No,1,0,2,Yes,No,3,Digital Wallet,52.0,4062.0,260.0,3802.0
9,medium,Bandung,High End,No,Yes,No,Yes,1,0,2,No,Yes,3,Credit,129.2,3006.0,1164.0,1843.0
2,low,Bandung,High End,Yes,Yes,No,No,1,0,2,Yes,No,3,Pulsa,112.1,4588.0,224.2,4364.0
1,low,Bandung,Mid End,No,No,No,No,0,0,0,No,No,0,Pulsa,59.34,6096.0,59.34,6036.0
8,medium,Bandung,High End,No,No,No,No,0,0,0,No,No,0,Digital Wallet,91.1,3768.0,729.0,3040.0
2,low,Bandung,High End,No,No,No,No,0,0,0,No,No,0,Debit,91.25,3598.0,182.5,3414.0
3,low,Bandung,Mid End,Yes,Yes,No,No,1,0,2,No,No,2,Pulsa,71.94,7524.0,215.9,7308.0
51,high,Bandung,High End,No,Yes,Yes,No,1,0,2,No,No,2,Pulsa,109.44,8120.0,5584.0,2536.0
2,low,Bandung,Mid End,No,No,No,No,0,0,0,No,No,0,Digital Wallet,59.6,4996.0,119.2,4876.0
39,high,Bandung,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,97.8,6104.0,3816.0,2290.0
12,high,Bandung,High End,No,No,Yes,Yes,1,0,2,No,Yes,3,Debit,130.2,4788.0,1562.0,3224.0
26,high,Bandung,High End,No,Yes,Yes,Yes,1,0,3,No,Yes,4,Pulsa,137.5,4104.0,3574.0,530.0
18,high,Jakarta,Mid End,No,No,Yes,Yes,1,0,2,No,Yes,3,Pulsa,62.84,2818.0,1131.0,1686.0
2,low,Jakarta,Mid End,No,No,No,No,0,0,0,No,No,0,Digital Wallet,31.72,3426.0,63.44,3362.0
4,medium,Jakarta,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Debit,27.23,7570.0,108.94,7460.0
1,low,Jakarta,Mid End,Yes,No,No,No,1,0,1,No,No,1,Pulsa,64.44,6484.0,64.44,6420.0
9,medium,Jakarta,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Digital Wallet,26.33,4370.0,236.9,4132.0
2,low,Jakarta,Mid End,No,Yes,No,No,1,0,1,No,No,1,Credit,65.2,7100.0,130.4,6970.0
29,high,Jakarta,High End,No,Yes,Yes,No,1,0,2,No,Yes,3,Pulsa,124.7,2796.0,3616.0,-819.0
1,low,Jakarta,Mid End,No,No,No,No,0,0,0,No,No,0,Pulsa,32.8,6016.0,32.8,5984.0
9,medium,Jakarta,Mid End,No,No,No,No,0,0,0,No,No,0,Pulsa,58.7,4884.0,528.5,4356.0
50,high,Jakarta,High End,No,No,No,Yes,1,0,1,No,No,1,Debit,109.75,6676.0,5490.0,1190.0
1,low,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,97.6,5636.0,97.6,5536.0
54,high,Jakarta,Mid End,No,No,No,Yes,1,0,1,No,Yes,2,Credit,91.2,5976.0,4924.0,1050.0
42,high,Jakarta,High End,No,Yes,No,Yes,1,0,2,No,Yes,3,Pulsa,132.2,7210.0,5556.0,1653.0
1,low,Jakarta,Mid End,No,No,No,No,0,0,0,No,No,0,Pulsa,59.53,7764.0,59.53,7704.0
1,low,Jakarta,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Digital Wallet,26.12,6412.0,26.12,6388.0
9,medium,Jakarta,Mid End,No,No,No,Yes,1,0,1,Yes,No,2,Digital Wallet,52.84,6240.0,475.5,5764.0
46,high,Jakarta,High End,No,No,Yes,Yes,1,0,2,No,Yes,3,Pulsa,131.2,3166.0,6040.0,-2872.0
1,low,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,89.8,7532.0,89.8,7444.0
13,high,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Digital Wallet,97.5,2846.0,1268.0,1578.0
19,high,Jakarta,High End,No,Yes,No,Yes,1,0,2,Yes,Yes,4,Debit,130.0,3390.0,2470.0,920.5
1,low,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,92.5,6870.0,92.5,6780.0
24,high,Jakarta,Mid End,No,Yes,Yes,Yes,1,0,3,No,Yes,4,Credit,70.4,6700.0,1689.0,5010.0
67,high,Jakarta,High End,Yes,No,Yes,Yes,1,0,3,Yes,Yes,5,Credit,141.4,7172.0,9470.0,-2302.0
6,medium,Jakarta,Mid End,No,No,No,No,0,0,0,Yes,No,1,Pulsa,63.9,6852.0,383.2,6468.0
20,high,Jakarta,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Pulsa,25.22,4920.0,504.5,4416.0
20,high,Jakarta,High End,Yes,No,No,No,1,0,1,No,No,1,Pulsa,102.9,6496.0,2058.0,4440.0
46,high,Jakarta,High End,No,No,No,No,0,0,0,No,Yes,1,Pulsa,104.5,6340.0,4810.0,1531.0
11,medium,Jakarta,High End,No,Yes,No,Yes,1,0,2,No,Yes,3,Pulsa,132.6,7476.0,1459.0,6016.0
2,low,Jakarta,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Digital Wallet,26.84,5000.0,53.7,4944.0
1,low,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Digital Wallet,92.06,5070.0,92.06,4980.0
16,high,Jakarta,High End,No,No,No,No,0,0,0,Yes,Yes,2,Credit,115.75,7740.0,1852.0,5890.0
3,low,Jakarta,High End,No,No,No,Yes,1,0,1,No,Yes,2,Pulsa,125.56,4240.0,376.8,3862.0
57,high,Jakarta,High End,No,Yes,Yes,Yes,1,0,3,No,Yes,4,Credit,135.9,5812.0,7744.0,-1931.0
5,medium,Jakarta,Mid End,No,No,No,No,0,0,0,No,No,0,Digital Wallet,65.75,3058.0,329.0,2730.0
4,medium,Jakarta,Mid End,Yes,No,No,No,1,0,1,No,No,1,Pulsa,64.1,7616.0,256.5,7360.0
7,medium,Jakarta,High End,No,Yes,No,Yes,1,0,2,No,Yes,3,Pulsa,122.5,6850.0,857.5,5988.0
1,low,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,89.6,7336.0,89.6,7250.0
2,low,Jakarta,High End,No,No,No,Yes,1,0,1,No,Yes,2,Pulsa,122.0,6496.0,244.0,6252.0
4,medium,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,98.9,4790.0,395.5,4396.0
1,low,Jakarta,Mid End,No,No,No,No,0,0,0,No,No,0,Digital Wallet,31.78,2758.0,31.78,2726.0
7,medium,Jakarta,High End,No,No,Yes,Yes,1,0,2,No,No,2,Credit,116.1,5400.0,813.0,4588.0
4,medium,Jakarta,High End,No,No,No,Yes,1,0,1,No,No,1,Pulsa,104.44,5416.0,417.8,5000.0
1,low,Jakarta,Mid End,Yes,No,Yes,No,1,0,2,No,No,2,Pulsa,72.56,7184.0,72.56,7110.0
1,low,Jakarta,High End,No,No,No,Yes,1,0,1,No,No,1,Pulsa,102.75,4620.0,102.75,4520.0
1,low,Jakarta,High End,Yes,No,No,Yes,1,0,2,No,Yes,3,Pulsa,123.5,5836.0,123.5,5710.0
1,low,Jakarta,Mid End,No,No,No,No,0,0,0,No,No,0,Digital Wallet,32.75,4156.0,32.75,4124.0
41,high,Jakarta,High End,No,No,Yes,Yes,1,0,2,No,Yes,3,Pulsa,127.94,2820.0,5244.0,-2426.0
66,high,Jakarta,Mid End,Yes,Yes,Yes,Yes,1,1,4,Yes,No,5,Credit,103.25,7684.0,6812.0,870.5
35,high,Jakarta,High End,No,No,Yes,Yes,1,0,2,No,Yes,3,Pulsa,131.9,4796.0,4612.0,182.0
10,medium,Jakarta,High End,No,No,Yes,No,1,0,1,No,Yes,2,Pulsa,116.75,6660.0,1167.0,5492.0
54,high,Jakarta,High End,Yes,Yes,Yes,Yes,1,1,4,Yes,Yes,6,Debit,142.6,8156.0,7704.0,451.8
2,low,Jakarta,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Credit,25.1,2962.0,50.2,2912.0
26,high,Jakarta,High End,No,No,No,Yes,1,0,1,No,Yes,2,Pulsa,118.6,6700.0,3084.0,3616.0
15,high,Jakarta,Mid End,No,No,No,No,0,0,0,No,No,0,Pulsa,63.84,6772.0,957.5,5816.0
31,high,Jakarta,Mid End,Yes,No,Yes,No,1,0,2,Yes,No,3,Credit,84.8,5724.0,2630.0,3094.0
18,high,Jakarta,High End,No,Yes,No,No,1,0,1,Yes,No,2,Pulsa,111.06,6690.0,2000.0,4690.0
61,high,Jakarta,High End,No,Yes,No,Yes,1,0,2,Yes,No,3,Pulsa,122.3,8184.0,7464.0,721.5
1,low,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,93.1,7376.0,93.1,7284.0
24,high,Jakarta,High End,No,Yes,Yes,Yes,1,0,3,No,Yes,4,Pulsa,136.0,6156.0,3266.0,2890.0
3,low,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,96.5,4170.0,289.5,3880.0
1,low,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,96.44,6090.0,96.44,5990.0
43,high,Jakarta,High End,No,Yes,No,Yes,1,0,2,No,Yes,3,Pulsa,131.2,4060.0,5644.0,-1586.0
4,medium,Jakarta,High End,No,Yes,No,Yes,1,0,2,No,Yes,3,Pulsa,130.2,3444.0,521.0,2924.0
25,high,Jakarta,High End,Yes,No,No,No,1,0,1,No,Yes,2,Pulsa,115.75,3474.0,2894.0,581.0
57,high,Jakarta,Mid End,Yes,No,No,Yes,1,0,2,No,Yes,3,Debit,91.1,6068.0,5196.0,875.5
4,medium,Jakarta,High End,No,Yes,Yes,Yes,1,0,3,Yes,Yes,5,Pulsa,137.4,6060.0,549.5,5510.0
36,high,Jakarta,High End,No,Yes,No,Yes,1,0,2,No,Yes,3,Pulsa,125.44,6050.0,4516.0,1531.0
1,low,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Digital Wallet,92.1,3928.0,92.1,3836.0
35,high,Jakarta,Mid End,Yes,No,Yes,Yes,1,0,3,Yes,Yes,5,Credit,111.75,4984.0,3910.0,1072.0
4,medium,Jakarta,High End,No,No,Yes,No,1,0,1,No,No,1,Pulsa,96.06,5824.0,384.2,5440.0
58,high,Jakarta,High End,Yes,Yes,Yes,Yes,1,1,4,No,Yes,5,Debit,142.2,8350.0,8260.0,98.7
30,high,Jakarta,High End,No,Yes,No,Yes,1,0,2,No,Yes,3,Pulsa,130.2,4676.0,3908.0,769.5
21,high,Jakarta,High End,No,Yes,No,No,1,0,1,No,No,1,Debit,96.25,7320.0,2022.0,5296.0
3,low,Jakarta,High End,No,No,Yes,Yes,1,0,2,No,Yes,3,Debit,132.0,5824.0,396.0,5428.0
41,high,Jakarta,High End,No,Yes,Yes,Yes,1,0,3,Yes,Yes,5,Pulsa,145.5,4824.0,5970.0,-1143.0
21,high,Jakarta,Mid End,Yes,No,Yes,Yes,1,0,3,No,Yes,4,Pulsa,72.75,7190.0,1527.0,5664.0
1,low,Jakarta,Mid End,No,No,No,No,0,0,0,No,No,0,Pulsa,59.47,4590.0,59.47,4532.0
11,medium,Jakarta,High End,No,Yes,No,No,1,0,1,No,No,1,Pulsa,97.44,5530.0,1072.0,4456.0
1,low,Jakarta,High End,No,No,No,No,0,0,0,No,Yes,1,Credit,104.2,5132.0,104.2,5028.0
72,high,Jakarta,High End,No,Yes,Yes,Yes,1,0,3,Yes,Yes,5,Pulsa,142.0,5540.0,10220.0,-4690.0
3,low,Jakarta,Mid End,No,No,No,Yes,1,0,1,No,No,1,Credit,45.75,7084.0,137.2,6948.0
1,low,Jakarta,High End,No,No,No,Yes,1,0,1,No,No,1,Pulsa,102.44,6596.0,102.44,6496.0
47,high,Jakarta,High End,No,Yes,Yes,Yes,1,0,3,No,Yes,4,Pulsa,138.4,6244.0,6500.0,-255.9
18,high,Jakarta,Mid End,Yes,No,No,No,1,0,1,No,No,1,Pulsa,64.25,5236.0,1156.0,4080.0
1,low,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,89.8,3598.0,89.8,3508.0
20,high,Jakarta,High End,No,No,No,Yes,1,0,1,No,Yes,2,Pulsa,117.25,2676.0,2346.0,330.2
6,medium,Jakarta,High End,No,No,No,Yes,1,0,1,No,Yes,2,Debit,121.6,7304.0,729.5,6572.0
1,low,Jakarta,High End,No,No,No,No,0,0,0,No,Yes,1,Digital Wallet,105.1,4024.0,105.1,3920.0
48,high,Jakarta,High End,No,No,No,No,0,0,0,No,Yes,1,Digital Wallet,106.7,4376.0,5120.0,-745.5
3,low,Jakarta,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Credit,26.72,5348.0,80.1,5268.0
2,low,Jakarta,High End,No,No,Yes,No,1,0,1,No,No,1,Pulsa,102.1,6764.0,204.2,6560.0
1,low,Jakarta,High End,No,No,No,No,0,0,0,No,Yes,1,Pulsa,102.25,3546.0,102.25,3444.0
1,low,Jakarta,Mid End,No,No,No,No,0,0,0,No,No,0,Pulsa,55.78,6364.0,55.78,6308.0
3,low,Jakarta,Mid End,Yes,No,No,No,1,0,1,Yes,No,2,Digital Wallet,44.53,3642.0,133.6,3510.0
9,medium,Jakarta,Mid End,Yes,No,Yes,Yes,1,0,3,Yes,Yes,5,Digital Wallet,76.06,3942.0,684.5,3258.0
49,high,Jakarta,High End,No,No,No,Yes,1,0,1,No,Yes,2,Pulsa,125.06,7676.0,6130.0,1547.0
6,medium,Jakarta,High End,No,No,Yes,No,1,0,1,No,No,1,Pulsa,96.75,5150.0,580.5,4572.0
6,medium,Jakarta,High End,No,Yes,Yes,Yes,1,0,3,No,Yes,4,Pulsa,136.9,5412.0,821.5,4590.0
16,high,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Debit,96.0,4190.0,1536.0,2658.0
7,medium,Jakarta,High End,No,No,No,No,0,0,0,No,Yes,1,Pulsa,109.94,6820.0,769.5,6050.0
25,high,Jakarta,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Credit,32.2,6412.0,804.5,5604.0
20,high,Jakarta,High End,No,No,No,No,0,0,0,No,Yes,1,Credit,111.56,4336.0,2230.0,2106.0
4,medium,Jakarta,Mid End,No,No,No,No,0,0,0,No,No,0,Pulsa,31.78,6380.0,127.1,6256.0
28,high,Jakarta,High End,No,Yes,Yes,Yes,1,0,3,No,Yes,4,Pulsa,137.4,3204.0,3848.0,-644.5
1,low,Jakarta,Mid End,No,No,No,No,0,0,0,No,No,0,Pulsa,31.53,3700.0,31.53,3668.0
11,medium,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,99.44,2978.0,1094.0,1884.0
4,medium,Jakarta,High End,No,Yes,No,No,1,0,1,Yes,Yes,3,Pulsa,121.56,5920.0,486.2,5430.0
54,high,Jakarta,High End,No,Yes,No,Yes,1,0,2,No,Yes,3,Credit,132.0,8330.0,7124.0,1201.0
28,high,Jakarta,High End,Yes,No,No,No,1,0,1,No,No,1,Debit,97.4,7010.0,2726.0,4284.0
2,low,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,90.5,5976.0,181.0,5790.0
1,low,Jakarta,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Digital Wallet,31.27,4110.0,31.27,4080.0
1,low,Jakarta,Mid End,No,Yes,No,No,1,0,1,No,No,1,Pulsa,65.7,4450.0,65.7,4380.0
14,high,Jakarta,High End,No,Yes,No,Yes,1,0,2,No,Yes,3,Pulsa,130.8,6790.0,1830.0,4960.0
1,low,Jakarta,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Digital Wallet,26.66,3118.0,26.66,3090.0
4,medium,Jakarta,High End,No,No,Yes,No,1,0,1,No,No,1,Debit,97.25,7650.0,389.0,7256.0
20,high,Jakarta,Mid End,No,No,No,No,0,0,0,No,No,0,Pulsa,31.78,4290.0,635.5,3652.0
14,high,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Credit,92.3,4196.0,1292.0,2904.0
30,high,Jakarta,Mid End,No,No,Yes,Yes,1,0,2,No,No,2,Pulsa,52.38,3920.0,1572.0,2350.0
3,low,Jakarta,Mid End,No,Yes,No,Yes,1,0,2,No,Yes,3,Pulsa,65.75,6240.0,197.4,6044.0
40,high,Jakarta,High End,No,No,Yes,No,1,0,1,Yes,No,2,Pulsa,110.3,7492.0,4412.0,3080.0
2,low,Jakarta,Mid End,No,No,No,Yes,1,0,1,No,Yes,2,Digital Wallet,85.44,5544.0,170.9,5372.0
1,low,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,91.6,5360.0,91.6,5268.0
10,medium,Jakarta,High End,No,Yes,Yes,No,1,0,2,No,Yes,3,Pulsa,123.3,3996.0,1233.0,2764.0
1,low,Jakarta,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Digital Wallet,25.67,6308.0,25.67,6280.0
14,high,Jakarta,Mid End,Yes,Yes,No,Yes,1,0,3,No,No,3,Pulsa,85.06,3746.0,1191.0,2554.0
58,high,Jakarta,High End,No,No,Yes,Yes,1,0,2,No,Yes,3,Pulsa,128.2,6060.0,7440.0,-1381.0
22,high,Jakarta,Mid End,Yes,No,Yes,Yes,1,0,3,Yes,No,4,Debit,87.75,4390.0,1930.0,2460.0
1,low,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,90.5,3136.0,90.5,3046.0
49,high,Jakarta,Mid End,Yes,No,Yes,Yes,1,0,3,Yes,Yes,5,Pulsa,109.6,8380.0,5372.0,3014.0
68,high,Jakarta,High End,No,Yes,No,Yes,1,0,2,No,Yes,3,Pulsa,130.2,5824.0,8856.0,-3032.0
1,low,Jakarta,High End,No,No,No,Yes,1,0,1,No,No,1,Pulsa,101.44,4496.0,101.44,4390.0
7,medium,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,95.7,3482.0,670.0,2812.0
9,medium,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,97.2,6504.0,874.5,5628.0
1,low,Jakarta,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Digital Wallet,26.27,6960.0,26.27,6936.0
24,high,Jakarta,High End,No,No,No,Yes,1,0,1,No,Yes,2,Pulsa,121.6,6420.0,2918.0,3500.0
2,low,Jakarta,Mid End,No,No,No,No,0,0,0,No,No,0,Pulsa,32.56,6252.0,65.1,6188.0
27,high,Jakarta,High End,No,Yes,Yes,No,1,0,2,No,Yes,3,Pulsa,124.2,3898.0,3354.0,545.0
57,high,Jakarta,Mid End,No,Yes,No,Yes,1,0,2,No,No,2,Pulsa,51.1,6390.0,2912.0,3480.0
1,low,Jakarta,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Digital Wallet,26.33,3618.0,26.33,3592.0
13,high,Jakarta,Mid End,No,No,No,No,0,0,0,No,No,0,Pulsa,31.06,3858.0,404.0,3454.0
1,low,Jakarta,High End,No,No,Yes,Yes,1,0,2,No,No,2,Pulsa,111.06,6412.0,111.06,6300.0
63,high,Jakarta,High End,No,Yes,No,Yes,1,0,2,No,Yes,3,Debit,129.9,6210.0,8180.0,-1973.0
25,high,Jakarta,High End,No,No,No,No,0,0,0,No,Yes,1,Pulsa,110.25,5464.0,2756.0,2708.0
35,high,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,97.75,6030.0,3422.0,2610.0
71,high,Jakarta,Mid End,No,Yes,No,Yes,1,0,2,No,Yes,3,Pulsa,64.1,6344.0,4556.0,1788.0
6,medium,Jakarta,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,97.4,5410.0,584.0,4824.0
15,high,Jakarta,High End,No,Yes,Yes,Yes,1,0,3,No,Yes,4,Pulsa,131.6,5160.0,1974.0,3184.0
9,medium,Jakarta,Low End,No internet service,No internet service,No internet service,No internet service,0,0,0,No,No internet service,0,Digital Wallet,24.64,7024.0,221.8,6804.0
37,high,Jakarta,Mid End,No,No,No,No,0,0,0,Yes,No,1,Credit,37.2,5756.0,1376.0,4384.0
2,low,Bandung,Mid End,No,No,No,No,0,0,0,No,No,0,Pulsa,31.66,4260.0,63.3,4200.0
29,high,Bandung,High End,No,No,No,Yes,1,0,1,Yes,Yes,3,Pulsa,128.2,5504.0,3720.0,1786.0
5,medium,Bandung,High End,No,No,Yes,No,1,0,1,No,No,1,Debit,103.9,5620.0,519.5,5100.0
28,high,Bandung,High End,No,No,Yes,Yes,1,0,2,Yes,Yes,4,Pulsa,134.2,5376.0,3760.0,1617.0
11,medium,Bandung,High End,Yes,No,No,Yes,1,0,2,Yes,No,3,Credit,125.06,4032.0,1376.0,2656.0
55,high,Bandung,High End,No,No,Yes,Yes,1,0,2,Yes,Yes,4,Pulsa,135.4,5680.0,7450.0,-1767.0
24,high,Bandung,High End,No,Yes,Yes,Yes,1,0,3,No,Yes,4,Credit,133.9,6820.0,3212.0,3606.0
1,low,Bandung,High End,No,No,No,Yes,1,0,1,No,Yes,2,Pulsa,117.75,3302.0,117.75,3184.0
6,medium,Bandung,Mid End,No,No,No,No,0,0,0,Yes,No,1,Debit,66.06,6130.0,396.2,5732.0
4,medium,Bandung,High End,No,Yes,No,No,1,0,1,No,Yes,2,Pulsa,117.06,4176.0,468.2,3708.0
3,low,Bandung,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,98.6,5280.0,295.8,4984.0
1,low,Bandung,High End,No,No,No,No,0,0,0,No,No,0,Pulsa,89.06,7480.0,89.06,7388.0
11,medium,Bandung,High End,Yes,No,No,No,1,0,1,No,No,1,Pulsa,95.56,5860.0,1051.0,4812.0
1,low,Bandung,High End,No,No,No,No,0,0,0,No,No,0,Digital Wallet,90.94,6944.0,90.94,6852.0
5,medium,Bandung,Mid End,No,No,Yes,Yes,1,0,2,No,Yes,3,Pulsa,91.06,6428.0,455.2,5972.0
8,medium,Bandung,High End,No,Yes,Yes,Yes,1,0,3,No,No,3,Pulsa,122.2,3422.0,977.5,2444.0
